timestamp,_data_0,_data_1,_data_2,_data_3,_data_4,_data_5,_data_6,_data_7,_data_8,_data_9,_data_10,_data_11
5000000,-12.102267265319824,-53.97999572753906,103.03094482421875,-5.12809944152832,-0.9998131990432739,-1.1070085763931274,-36.77720260620117,-14.018106460571289,110.12088775634766,-4.906679153442383,-1.1506199836730957,-1.7672218084335327
6000000,-12.102267265319824,-53.97999572753906,103.03094482421875,-5.12809944152832,-0.9998131990432739,-1.1070085763931274,-36.77671813964844,-14.018229484558105,110.12104034423828,-4.906674861907959,-1.150665283203125,-1.767203688621521
7000000,-12.102267265319824,-53.97999572753906,103.03094482421875,-5.12809944152832,-0.9998131990432739,-1.1070085763931274,-36.776309967041016,-14.01833438873291,110.12116241455078,-4.906671524047852,-1.15070378780365,-1.767188310623169
8000000,-12.102267265319824,-53.97999572753906,103.03094482421875,-5.12809944152832,-0.9998131990432739,-1.1070085763931274,-1.7752331495285034,86.21614074707031,78.9892807006836,5.32088565826416,0.3749796748161316,-0.26469528675079346
9000000,-12.102267265319824,-53.97999572753906,103.03094482421875,-5.12809944152832,-0.9998131990432739,-1.1070085763931274,-36.776309967041016,-14.01833438873291,110.12116241455078,-4.906671524047852,-1.15070378780365,-1.767188310623169
10000000,-12.102267265319824,-53.97999572753906,103.03094482421875,-5.12809944152832,-0.9998131990432739,-1.1070085763931274,-1.7752331495285034,86.21614074707031,78.9892807006836,5.32088565826416,0.3749796748161316,-0.26469528675079346
20000000,9.136482238769531,-24.198467254638672,65.96878814697266,-2.298854351043701,-1.9682326316833496,-0.40618541836738586,-5.963014602661133,0.15595752000808716,70.60694122314453,-2.3762731552124023,-1.9072039127349854,-0.19889116287231445
21000000,4.895139217376709,-9.241351127624512,21.43191146850586,-0.8779283761978149,-0.6884674429893494,-0.09714973717927933,-0.20034269988536835,-1.3056530952453613,23.81064796447754,-0.9116925597190857,-0.6488959789276123,-0.043980371206998825
22000000,3.282106637954712,-5.249546527862549,11.447234153747559,-0.4987069070339203,-0.4037248492240906,-0.04251311346888542,0.5119938254356384,-1.0133192539215088,12.964573860168457,-0.5215858817100525,-0.3759986460208893,-0.009105771780014038
23000000,3.282106637954712,-5.249546527862549,11.447234153747559,-0.4987069070339203,-0.4037248492240906,-0.04251311346888542,-4.79526424407959,9.034838676452637,8.046506881713867,0.5374926328659058,0.346208781003952,-0.06892625987529755
24000000,3.282106637954712,-5.249546527862549,11.447234153747559,-0.4987069070339203,-0.4037248492240906,-0.04251311346888542,-4.79526424407959,9.034838676452637,8.046506881713867,0.5374926328659058,0.346208781003952,-0.06892625987529755
25000000,3.282106637954712,-5.249546527862549,11.447234153747559,-0.4987069070339203,-0.4037248492240906,-0.04251311346888542,-4.79526424407959,9.034838676452637,8.046506881713867,0.5374926328659058,0.346208781003952,-0.06892625987529755
26000000,3.282106637954712,-5.249546527862549,11.447234153747559,-0.4987069070339203,-0.4037248492240906,-0.04251311346888542,-4.79526424407959,9.034838676452637,8.046506881713867,0.5374926328659058,0.346208781003952,-0.06892625987529755
556000000,-391.5926513671875,364.6044616699219,628.4114379882812,34.63742446899414,3.4423742294311523,16.899269104003906,227.3843231201172,-133.54100036621094,782.0775756835938,-37.354461669921875,3.797281503677368,9.349392890930176
557000000,-21.157995223999023,29.87823486328125,84.07667541503906,2.8384323120117188,0.3791339099407196,0.5657949447631836,1.858756422996521,0.8186503052711487,91.67950439453125,-2.9178593158721924,-0.06664306670427322,0.04712742939591408
558000000,-10.804309844970703,16.504962921142578,51.67362594604492,1.5679715871810913,0.21771346032619476,0.2541644275188446,-0.814531683921814,2.312394857406616,55.25667190551758,-1.6017776727676392,-0.06502638012170792,-0.02476138062775135
559000000,-10.481258392333984,16.033828735351562,50.504356384277344,1.5232136249542236,0.2131536453962326,0.24453198909759521,-0.8626840710639954,2.3540377616882324,53.956878662109375,-1.5557804107666016,-0.06556104868650436,-0.025676244869828224
560000000,-10.493074417114258,16.01435661315918,50.50281524658203,1.5213638544082642,0.21428827941417694,0.24423502385616302,-0.8487291932106018,2.371415376663208,53.951412200927734,-1.5540343523025513,-0.0667957216501236,-0.025172516703605652
561000000,-10.001962661743164,15.295228004455566,48.484619140625,1.4530466794967651,0.21199427545070648,0.2292976975440979,-0.8766586184501648,2.3530919551849365,51.75360870361328,-1.4842625856399536,-0.07205773144960403,-0.025216413661837578
562000000,-10.080368041992188,15.345280647277832,48.4742546081543,1.4578016996383667,0.21952442824840546,0.2300480604171753,-0.8031521439552307,2.300196409225464,51.77749252319336,-1.4898240566253662,-0.07870424538850784,-0.022995054721832275
563000000,-10.155967712402344,15.395116806030273,48.464656829833984,1.462536096572876,0.22677764296531677,0.23079517483711243,-0.7324968576431274,2.247868061065674,51.80141830444336,-1.4953360557556152,-0.08509426563978195,-0.02086508274078369
564000000,-10.233473777770996,15.444430351257324,48.45441436767578,1.4672209024429321,0.23422126471996307,0.2315344512462616,-0.6597930192947388,2.1957504749298096,51.824974060058594,-1.5008175373077393,-0.09166782349348068,-0.018667355179786682
565000000,-10.310572624206543,15.49337387084961,48.444217681884766,1.4718705415725708,0.24162596464157104,0.23226818442344666,-0.5874453186988831,2.144014596939087,51.848365783691406,-1.506259560585022,-0.0982089713215828,-0.016479982063174248
566000000,-10.418036460876465,15.582684516906738,48.53924560546875,1.4803550243377686,0.24961285293102264,0.23382169008255005,-0.5092689394950867,2.090407609939575,51.98831558227539,-1.5156610012054443,-0.10488751530647278,-0.014154073782265186
