timestamp,_data_0,_data_1,_data_2,_data_3,_data_4,_data_5,_data_6
5081000000,3.5263960361480713,0.1494784653186798,0.0003418539999984205,0.5538058280944824,0.1310339868068695,67.99078369140625,0.0061143492348492146
5082000000,3.5259482860565186,0.14957304298877716,0.00021377234952524304,0.553466796875,0.08188804984092712,41.11929702758789,0.0040269470773637295
5083000000,3.5255517959594727,0.1496700942516327,7.756039849482477e-05,0.5531268119812012,0.029691189527511597,41.60639572143555,0.004070434719324112
5084000000,3.525156259536743,0.14976605772972107,-5.567794505623169e-05,0.552790105342865,-0.021300628781318665,41.60530471801758,0.004070434719324112
5085000000,3.524761438369751,0.14986099302768707,-0.00018705616821534932,0.5524564385414124,-0.07151642441749573,41.60506820678711,0.004070434719324112
5085000000,3.5245652198791504,0.14969594776630402,-0.00022225696011446416,0.5529244542121887,-0.08506828546524048,43.056583404541016,0.004183502402156591
5087000000,3.5243701934814453,0.14953134953975677,-0.00025366790941916406,0.5533913373947144,-0.09719757735729218,43.0554313659668,0.004183502402156591
5088000000,3.5241756439208984,0.14936773478984833,-0.0002844420960173011,0.5538554191589355,-0.10910864919424057,43.05402755737305,0.004183502402156591
5089000000,3.5239808559417725,0.1492050588130951,-0.0003145862719975412,0.5543166399002075,-0.12080314010381699,43.05263900756836,0.004183502402156591
5090000000,3.5250651836395264,0.1490648239850998,-0.0002905003784690052,0.5548725128173828,-0.111658975481987,39.18115997314453,0.0038703917525708675
5091000000,3.5250728130340576,0.14894643425941467,-0.0003222905797883868,0.5552270412445068,-0.12397653609514236,42.612640380859375,0.004148712381720543
5092000000,3.5250818729400635,0.1487869769334793,-0.00033903238363564014,0.5557042956352234,-0.1305563896894455,42.49943542480469,0.004140014760196209
5093000000,3.5250906944274902,0.1486428827047348,-0.00036019302206113935,0.5561357140541077,-0.1388394683599472,42.47159957885742,0.004140014760196209
5094000000,3.525099515914917,0.14849986135959625,-0.00038095368654467165,0.5565639138221741,-0.14698323607444763,42.47023010253906,0.004140014760196209
5095000000,3.5251083374023438,0.14835771918296814,-0.00040125177474692464,0.5569894313812256,-0.15496313571929932,42.469337463378906,0.004140014760196209
